File,@/hooks/useApi.ts,@/hooks/useAuth.ts,@/hooks/useAuthError.ts,@/hooks/useError.ts,@/hooks/useFileImport.ts,@/hooks/useFileUploader.ts,@/hooks/useFileValidationLang.ts,@/hooks/useGlobalWebSocket.ts,@/hooks/useLang.ts,@/hooks/useLanguage.ts,@/hooks/usePollingStatus.ts,@/hooks/useSessionOnUserAction.ts,@/hooks/useSidebar.ts,@/hooks/useSnackbar.ts,@/hooks/useWSSubscription.ts,@/utils/AuthRoles.ts,@/utils/cache/cacheUtils.ts,@/utils/cache/type.ts,@/utils/cacheReloadUtils.ts,@/utils/convertSchemaToHeaderDefinitions.ts,@/utils/downloadBlobFile.ts,@/utils/emailValidator.ts,@/utils/errorHandler.ts,@/utils/file/index.ts,@/utils/file/schemas/ordersSchema.ts,@/utils/file/schemas/schema.ts,@/utils/file/schemas/schemaMap.ts,@/utils/file/schemas/usersSchema.ts,@/utils/file/types.ts,@/utils/file/validators/typeValidators.ts,@/utils/file/validators/validateCsvHeaders.ts,@/utils/file/validators/validateCsvRows.ts,@/utils/file/validators/validateExcelHeaders.ts,@/utils/file/validators/validateExcelRows.ts,@/utils/file/validators/validateExcelWorkbook.ts,@/utils/file/validators/validateFileHeaders.ts,@/utils/file/validators/validationErrorMessage.lang.ts,@/utils/formatters.ts,@/utils/formatUtils.ts,@/utils/logger.ts,@/utils/manifest/checkDigit.ts,@/utils/sentry.ts,@/utils/teamsNotifier.ts,@/utils/templateGet.ts,@/utils/uploadFile.ts,@/utils/uploadUtils.ts,@/utils/validateFile.ts,@/utils/websocketClient.ts,@/api/apiClient.ts,@/api/apiEndpoints.ts,@/api/apiService.ts,@/api/crjApiEndpoints.ts,@/api/services/v1/adminService.ts,@/api/services/v1/authService.ts,@/api/services/v1/crj/common/approversService.ts,@/api/services/v1/crj/master/userListService.ts,@/api/services/v1/importService.ts,@/api/services/v1/index.ts,@/api/services/v1/reportService.ts,@/api/services/v1/userService.ts,@/components/base/Box/Box.tsx,@/components/base/Box/FlexBox.tsx,@/components/base/Box/index.ts,@/components/base/Box/StackBox.tsx,@/components/base/Button/ButtonBack.tsx,@/components/base/Button/ButtonBase.tsx,@/components/base/Button/ButtonNext.tsx,@/components/base/Button/ButtonReject.tsx,@/components/base/Button/CRJ/CRJButtonBase.tsx,@/components/base/Button/IconButtonBase.tsx,@/components/base/Button/index.ts,@/components/base/Font/ClickableFont14.tsx,@/components/base/Font/Font10.tsx,@/components/base/Font/Font12.tsx,@/components/base/Font/Font14.tsx,@/components/base/Font/Font16.tsx,@/components/base/Font/Font18.tsx,@/components/base/Font/Font20.tsx,@/components/base/Font/Font24.tsx,@/components/base/Font/Font30.tsx,@/components/base/Font/FontBase.tsx,@/components/base/Font/index.ts,@/components/base/index.ts,@/components/base/Input/AutoComplete.tsx,@/components/base/Input/AutoCompleteMultiSelected.tsx,@/components/base/Input/AutoResizingTextBox.tsx,@/components/base/Input/CheckBox.tsx,@/components/base/Input/DatePicker.tsx,@/components/base/Input/DropBox.tsx,@/components/base/Input/DropBoxMultiSelected.tsx,@/components/base/Input/FixedHeightTextArea.tsx,@/components/base/Input/FormRow.tsx,@/components/base/Input/HelperText.tsx,@/components/base/Input/index.ts,@/components/base/Input/OptionInfo.ts,@/components/base/Input/RadioButton.tsx,@/components/base/Input/RadioMatrix.tsx,@/components/base/Input/SelectBox.tsx,@/components/base/Input/TextBox.tsx,@/components/base/Input/TextBoxMultiLine.tsx,@/components/base/Layout/DividerWithLabel.tsx,@/components/base/Layout/index.ts,@/components/base/Layout/PageContainer.tsx,@/components/base/Layout/Section.tsx,@/components/base/Spacer.tsx,@/components/base/utils/CommonAccordion.tsx,@/components/base/utils/index.ts,@/components/base/utils/TooltipWrapper.tsx,@/components/composite/BasePage.tsx,@/components/composite/Breadcrumb/Breadcrumb.tsx,@/components/composite/Breadcrumb/index.ts,@/components/composite/EllipsisText.tsx,@/components/composite/FileUpload/FileSlot.tsx,@/components/composite/FileUpload/FileUploader.tsx,@/components/composite/FileUpload/index.ts,@/components/composite/Footer/footer.lang.ts,@/components/composite/Footer/Footer.tsx,@/components/composite/Footer/index.ts,@/components/composite/Header/header.lang.ts,@/components/composite/Header/Header.tsx,@/components/composite/Header/index.ts,@/components/composite/index.ts,@/components/composite/InlineLabel.tsx,@/components/composite/Listview/ControllableListView.tsx,@/components/composite/Listview/CustomPaginationBar.tsx,@/components/composite/Listview/findCell.ts,@/components/composite/Listview/index.ts,@/components/composite/Listview/ListView.tsx,@/components/composite/Listview/ListViewPagination.tsx,@/components/composite/Listview/ListViewSearchTerm.tsx,@/components/composite/Listview/PaginationNumberButtons.tsx,@/components/composite/Listview/SearchParams.ts,@/components/composite/Listview/SortableTableRows.tsx,@/components/composite/Listview/SortParams.ts,@/components/composite/Listview/TableHeaderRow.tsx,@/components/composite/Listview/utils/columnWidthUtils.ts,@/components/composite/LoadingSpinner.tsx,@/components/composite/Modal/index.ts,@/components/composite/Modal/ModalBody.tsx,@/components/composite/Modal/ModalFooter.tsx,@/components/composite/Modal/ModalHeader.tsx,@/components/composite/Modal/ModalWithButtons.tsx,@/components/composite/ModalWindow.tsx,@/components/composite/SideMenu/index.ts,@/components/composite/SideMenu/SideMenu.tsx,@/components/composite/SideMenu/SideMenuItem.tsx,@/components/composite/SideMenu/utils.ts,@/components/composite/SnackbarListener.tsx,@/components/composite/UserUpdateForm.tsx,@/components/CRJ/actionAllowed.ts,@/components/CRJ/ApplicableInfoArea.tsx,@/components/CRJ/ApproveInfoArea.tsx,@/components/CRJ/ApproverSelect.tsx,@/components/CRJ/BaseDetail.tsx,@/components/CRJ/ButtonArea.tsx,@/components/CRJ/CommonInfoArea.tsx,@/components/CRJ/deleteFlgText.ts,@/components/CRJ/DetailContainer.tsx,@/components/CRJ/SliceCommonInfo.ts,@/components/functional/AuthInitializer.tsx,@/components/functional/ErrorBoundary.tsx,@/components/functional/ErrorNotification.tsx,@/components/functional/FileImportSection.tsx,@/components/functional/GlobalReportJobWatcher.tsx,@/components/functional/index.ts,@/components/functional/ProtectedRoute.tsx,@/components/functional/SnackbarNotification.tsx,@/slices/authErrorSlice.ts,@/slices/authSlice.ts,@/slices/errorSlice.ts,@/slices/langSlice.ts,@/slices/notificationsSlice.ts,@/slices/reportJobSlice.ts,@/slices/sidebarSlice.ts,@/slices/snackbarSlice.ts,@/slices/wsSubscriptionsSlice.ts,@/types/admin.ts,@/types/api.ts,@/types/auth.ts,@/types/CRJ/ApproverResponse.ts,@/types/CRJ/CommonInfo.ts,@/types/CRJ/CRJApiResponse.ts,@/types/CRJ/GetUserRequest.ts,@/types/CRJ/Mode.ts,@/types/CRJ/RegisterStatus.ts,@/types/CRJ/Role.ts,@/types/CRJ/UserListResponse.ts,@/types/job.ts,@/types/logger.ts,@/types/next-router-context.d.ts,@/types/reportJob.ts,@/types/reportType.ts,@/types/userType.ts,@/config/cacheStrategies.ts,@/config/PageConfig.tsx,@/config/PageLang.ts,@/lang/admin.lang.ts,@/lang/component.lang.ts,@/lang/fileValidationLang.ts,@/lang/input.lang.ts,@/lang/login.lang.ts,@/lang/myPage.lang.ts,@/lang/user.lang.ts,@/const/CRJ/RegisterStatusNames.ts

## その他
src/components/base/Box/Box.tsx,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
src/components/base/Box/FlexBox.tsx,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
src/components/base/Box/index.ts,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
src/components/base/Box/StackBox.tsx,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
src/components/base/Button/ButtonBack.tsx,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
src/components/base/Button/ButtonBase.tsx,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
src/components/base/Button/ButtonNext.tsx,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
src/components/base/Button/ButtonReject.tsx,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
